transaction_id,risk_probability,amount,isFraud,strategy_a_selected,riskpilot_selected,selection_category
303,0.9981702592359681,10000000.0,1,False,False,NEITHER
304,0.99638395822954,10000000.0,1,False,False,NEITHER
305,0.9825834929919621,10000000.0,1,False,False,NEITHER
306,0.9981702592359681,10000000.0,1,False,False,NEITHER
307,0.9848683500701143,43071.62,1,False,False,NEITHER
308,0.9999473291375008,6468916.64,1,False,False,NEITHER
309,0.9992594129394828,568292.72,1,False,False,NEITHER
310,0.998134656810836,43071.62,1,False,False,NEITHER
311,0.9978584829988975,568292.72,1,False,False,NEITHER
312,0.9999823833197872,10000000.0,1,True,True,BOTH
313,0.9999823833197872,10000000.0,1,True,True,BOTH
314,0.9996744021465758,10000000.0,1,False,False,NEITHER
315,0.9981702592359681,10000000.0,1,False,False,NEITHER
316,0.5254288161529445,399045.08,1,False,False,NEITHER
317,0.9994850694102656,10000000.0,1,False,False,NEITHER
318,0.8687846905990387,0.0,1,False,False,NEITHER
319,0.9999467034404276,6468916.64,1,False,False,NEITHER
320,0.8687846905990387,0.0,1,False,False,NEITHER
321,0.9829711030901103,10000000.0,1,False,False,NEITHER
322,0.9932449494865453,61846.05,1,False,False,NEITHER
323,0.9985445350150506,61846.05,1,False,False,NEITHER
324,0.9999493319670545,964876.58,1,False,False,NEITHER
325,0.9997971981346019,964876.58,1,False,False,NEITHER
326,0.999952233461324,1517771.48,1,False,False,NEITHER
327,0.9996684432606732,1517771.48,1,False,False,NEITHER
328,0.999952233461324,2253811.33,1,False,False,NEITHER
329,0.9981702592359681,2253811.33,1,False,False,NEITHER
330,0.9983298742145965,64202.85,1,False,False,NEITHER
331,0.9862404653624378,64202.85,1,False,False,NEITHER
332,0.9997084550105191,774868.1,1,False,False,NEITHER
333,0.9999451825894612,774868.1,1,False,False,NEITHER
334,0.9944232035258121,468638.03,1,False,False,NEITHER
335,0.9999303249257828,468638.03,1,False,False,NEITHER
336,0.9862346570537899,27584.17,1,False,False,NEITHER
337,0.9992187336647504,27584.17,1,False,False,NEITHER
338,0.999617711178405,1086227.44,1,False,False,NEITHER
339,0.9999493319670545,1086227.44,1,False,False,NEITHER
340,0.9734816087289084,17733.57,1,False,False,NEITHER
341,0.9974330433673226,17733.57,1,False,False,NEITHER
342,0.9969979517411375,398045.73,1,False,False,NEITHER
343,0.9996425186057725,398045.73,1,False,False,NEITHER
344,0.9970363774650209,1005346.72,1,False,False,NEITHER
345,0.9999493319670545,1005346.72,1,False,False,NEITHER
346,0.9985732000417268,733119.42,1,False,False,NEITHER
347,0.9999451825894612,733119.42,1,False,False,NEITHER
348,0.9981673577416987,963966.56,1,False,False,NEITHER
349,0.9999493319670545,963966.56,1,False,False,NEITHER
350,0.9884207514337708,177429.18,1,False,False,NEITHER
351,0.9997219493415241,177429.18,1,False,False,NEITHER
352,0.9968297058433613,150205.64,1,False,False,NEITHER
353,0.9997688976983317,150205.64,1,False,False,NEITHER
354,0.9923532127120689,30674.98,1,False,False,NEITHER
355,0.9969164753910118,30674.98,1,False,False,NEITHER
356,0.00037592001969237134,175359.92,0,False,False,NEITHER
357,0.0,52247.16,0,False,False,NEITHER
358,0.0,3797.56,0,False,False,NEITHER
359,0.0,4448.25,0,False,False,NEITHER
360,0.9828111158490523,230652.43,1,False,False,NEITHER
361,0.9993095476973771,230652.43,1,False,False,NEITHER
362,0.9848704563142984,50523.78,1,False,False,NEITHER
363,0.9970787996667607,50523.78,1,False,False,NEITHER
364,0.9965576927372832,18982.32,1,False,False,NEITHER
365,0.9876296894687183,18982.32,1,False,False,NEITHER
366,0.999952233461324,1264551.38,1,False,False,NEITHER
367,0.9981702592359681,1264551.38,1,False,False,NEITHER
368,0.9999467034404276,4480592.14,1,False,False,NEITHER
369,0.9999704368623468,4480592.14,1,False,False,NEITHER
370,0.9986672524046231,71666.93,1,False,False,NEITHER
371,0.9874397629688417,71666.93,1,False,False,NEITHER
372,0.9999451825894612,916886.3,1,False,False,NEITHER
373,0.9996975418937265,916886.3,1,False,False,NEITHER
374,0.9999451825894612,692654.27,1,False,False,NEITHER
375,0.9980486621715157,692654.27,1,False,False,NEITHER
376,0.9996284870766793,130777.09,1,False,False,NEITHER
377,0.9898704506473434,65494.78,1,False,False,NEITHER
378,0.9994665716094024,595558.89,1,False,False,NEITHER
379,0.9940768085992058,595558.89,1,False,False,NEITHER
380,0.9999539772418403,2935952.76,1,False,False,NEITHER
381,0.9969530651529914,130777.09,1,False,False,NEITHER
382,0.9996762301961859,9996886.64,1,False,False,NEITHER
383,0.9997983341472759,9996886.64,1,False,False,NEITHER
384,0.9982811729158952,65494.78,1,False,False,NEITHER
385,0.9999527751588864,2935952.76,1,False,False,NEITHER
386,0.9932095623776895,92043.22,1,False,False,NEITHER
387,0.9982219802774551,740124.95,1,False,False,NEITHER
388,0.9897423081458149,80397.86,1,False,False,NEITHER
389,0.9981702592359681,2054631.55,1,False,False,NEITHER
390,0.999952233461324,2054631.55,1,False,False,NEITHER
391,0.9999855220517394,2911505.23,1,True,True,BOTH
392,0.9950505149394867,258570.41,1,False,False,NEITHER
393,0.9999539772418403,2911505.23,1,False,False,NEITHER
394,0.9986995374276391,80397.86,1,False,False,NEITHER
395,0.9999451825894612,740124.95,1,False,False,NEITHER
396,0.9901890348129838,92043.22,1,False,False,NEITHER
397,0.9976856057532197,762782.66,1,False,False,NEITHER
398,0.9983191696975333,258570.41,1,False,False,NEITHER
399,0.9998471433737748,762782.66,1,False,False,NEITHER
400,0.999942762085593,598426.68,1,False,False,NEITHER
401,0.9049740820065978,119.65,1,False,False,NEITHER
402,0.9997903468565643,940957.88,1,False,False,NEITHER
403,0.9994853965071182,128440.4,1,False,False,NEITHER
404,0.9998064748241974,940957.88,1,False,False,NEITHER
405,0.9857796034119133,128440.4,1,False,False,NEITHER
406,0.9988787071293802,598426.68,1,False,False,NEITHER
407,0.946928788593602,119.65,1,False,False,NEITHER
408,0.9999451825894612,668595.91,1,False,False,NEITHER
409,0.9735294049552004,48712.12,1,False,False,NEITHER
410,0.9981702592359681,1290224.84,1,False,False,NEITHER
411,0.9964611874712574,114627.08,1,False,False,NEITHER
412,0.9993940736542076,114627.08,1,False,False,NEITHER
413,0.9991779710884472,668595.91,1,False,False,NEITHER
414,0.9982017390545022,48712.12,1,False,False,NEITHER
415,0.999952233461324,1290224.84,1,False,False,NEITHER
416,0.9968389751056064,253648.68,1,False,False,NEITHER
417,0.9982789766114056,45758.71,1,False,False,NEITHER
418,0.992120547994213,45758.71,1,False,False,NEITHER
419,0.9994109338837633,253648.68,1,False,False,NEITHER
420,0.0,248761.03,0,False,False,NEITHER
421,0.0,3473.17,0,False,False,NEITHER
422,0.0033812703215137267,271728.96,0,False,False,NEITHER
423,0.003235294117647059,187083.37,0,False,False,NEITHER
424,0.0056370656370656365,2201.43,0,False,False,NEITHER
425,0.0,9730.94,0,False,False,NEITHER
426,0.0,3962.81,0,False,False,NEITHER
427,0.0533198109491213,375913.75,0,False,False,NEITHER
428,0.015938839884992888,637278.87,0,False,False,NEITHER
429,0.0,87871.17,0,False,False,NEITHER
430,0.0013513513513513514,666.17,0,False,False,NEITHER
431,0.0,8215.54,0,False,False,NEITHER
432,0.9968764347088639,46291.81,1,False,False,NEITHER
433,0.990795132973083,46291.81,1,False,False,NEITHER
434,0.9990459905931734,5349.74,1,False,False,NEITHER
435,0.0,31957.63,0,False,False,NEITHER
436,0.9923327093177093,110528.53,1,False,False,NEITHER
437,0.9779952408928652,766257.55,1,False,False,NEITHER
438,0.9998471433737748,766257.55,1,False,False,NEITHER
439,0.9999527751588864,9468064.05,1,False,False,NEITHER
440,0.9998247522209154,9468064.05,1,False,False,NEITHER
441,0.9937121635770488,283121.68,1,False,False,NEITHER
442,0.9994903340614171,283121.68,1,False,False,NEITHER
443,0.0,3403.8,0,False,False,NEITHER
444,0.9909981903710117,5349.74,1,False,False,NEITHER
445,0.9946774408139478,494446.94,1,False,False,NEITHER
446,0.9886326540010373,84007.22,1,False,False,NEITHER
447,0.9999303249257828,494446.94,1,False,False,NEITHER
448,0.9791332493363274,110528.53,1,False,False,NEITHER
449,0.9988162088187391,84007.22,1,False,False,NEITHER
450,0.00012681159420289856,1907.31,0,False,False,NEITHER
451,0.0,160941.44,0,False,False,NEITHER
452,0.0,2062.7,0,False,False,NEITHER
453,0.0,7724.47,0,False,False,NEITHER
454,0.004047619047619047,87.55,0,False,False,NEITHER
455,0.0,5624.87,0,False,False,NEITHER
456,0.0,13632.76,0,False,False,NEITHER
457,0.0,82901.3,0,False,False,NEITHER
458,0.006021060830947137,273257.36,0,False,False,NEITHER
459,0.0,1628.03,0,False,False,NEITHER
460,0.0,12521.25,0,False,False,NEITHER
461,0.00012681159420289856,8928.17,0,False,False,NEITHER
462,0.003235294117647059,888782.82,0,False,False,NEITHER
463,0.999952233461324,1619313.55,1,False,False,NEITHER
464,0.999952233461324,2333929.91,1,False,False,NEITHER
465,0.9941221444145785,24853.41,1,False,False,NEITHER
466,0.9825827652194831,41428.9,1,False,False,NEITHER
467,0.9981702592359681,1619313.55,1,False,False,NEITHER
468,0.9993622933094204,24853.41,1,False,False,NEITHER
469,0.9998282815184533,2429711.09,1,False,False,NEITHER
470,0.999952233461324,2429711.09,1,False,False,NEITHER
471,0.9994436245148092,2333929.91,1,False,False,NEITHER
472,0.9955527824915669,41428.9,1,False,False,NEITHER
473,0.9903166202370264,120582.86,1,False,False,NEITHER
474,0.9999823833197872,8730600.58,1,True,True,BOTH
475,0.999942762085593,619824.64,1,False,False,NEITHER
476,0.9999467034404276,8730600.58,1,False,False,NEITHER
477,0.9946098899110316,24522.52,1,False,False,NEITHER
478,0.9979662089028379,619824.64,1,False,False,NEITHER
479,0.9993940736542076,120582.86,1,False,False,NEITHER
480,0.999952233461324,1641792.79,1,False,False,NEITHER
481,0.9999766970391322,1641792.79,1,True,True,BOTH
482,0.9820631763096326,54583.71,1,False,False,NEITHER
483,0.99385075009083,54583.71,1,False,False,NEITHER
484,0.9993622933094204,24522.52,1,False,False,NEITHER
485,0.999079366713476,82535.57,1,False,False,NEITHER
486,0.9884953191137023,82535.57,1,False,False,NEITHER
487,0.0,198874.91,0,False,False,NEITHER
488,0.004318181818181818,7081.31,0,False,False,NEITHER
489,0.9981702592359681,1423627.83,1,False,False,NEITHER
490,0.9970787996667607,50577.26,1,False,False,NEITHER
491,0.9895638833543736,420270.22,1,False,False,NEITHER
492,0.03600173961133041,185142.69,0,False,False,NEITHER
493,0.0,723.51,0,False,False,NEITHER
494,6.231198968629137e-05,389900.04,0,False,False,NEITHER
495,0.0,190811.71,0,False,False,NEITHER
496,0.00012681159420289856,6501.26,0,False,False,NEITHER
497,0.0,5809.12,0,False,False,NEITHER
498,0.008831453521008796,134726.54,0,False,False,NEITHER
499,0.0,206119.9,0,False,False,NEITHER
500,0.004857142857142857,366067.56,0,False,False,NEITHER
501,0.999952233461324,1423627.83,1,False,False,NEITHER
502,0.999952233461324,1467987.57,1,False,False,NEITHER
503,0.0,13235.21,0,False,False,NEITHER
504,0.0,8031.09,0,False,False,NEITHER
505,0.9981702592359681,1467987.57,1,False,False,NEITHER
506,0.008831453521008796,102987.12,0,False,False,NEITHER
507,0.00012681159420289856,4276.61,0,False,False,NEITHER
508,0.003507702683336309,395616.84,0,False,False,NEITHER
509,0.0,5525.09,0,False,False,NEITHER
510,0.0,14875.76,0,False,False,NEITHER
